,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR
199710,-4.68,-1.93,-1.29,-0.14,-2.29,-5.83,-2.05,-2.35,-1.25,-5.2,-3.36,-5.4,-4.39,-2.57,-8.06,-5.41,-4.46,-4.41,-3.85,-4.04,-5.96,-1.2,-2.42,-2.91,-4.54
199711,-5.55,-1.13,-0.43,0.47,-0.96,-2.27,-0.88,-0.59,-0.21,-0.86,-3.56,0.89,0.67,-0.07,-1.84,1.92,3.34,2.53,2.42,-0.65,3.53,6.58,4.63,4.97,2.61
199712,-9.03,-2.69,0.06,2.18,0.56,-2.95,0.2,3.13,2.48,2.33,-3.63,1.67,1.36,5.6,0.98,-2.66,2.66,2.12,3.9,3.66,1.43,2.45,1.19,4.25,0.44
199801,1.35,-0.17,-2.09,-2.07,-0.51,-0.33,-1.49,-1.83,-0.22,-1.9,0.57,-1.49,-1.54,-1.37,-2.5,-1.67,-0.34,-1.08,-0.3,-2.03,-0.22,-1.07,0.4,1.07,3.05
199802,7.41,6.45,5.22,5.53,5.77,9.72,7.16,9.47,7.1,7.91,8.84,8.44,7.84,8.25,8.73,9.12,8.6,7.92,6.72,9.01,8.42,7.88,8.04,5.51,7.28
199803,3.24,3.66,5.26,5.03,5.83,4.53,3.48,5.66,4.99,6.16,3.11,5.25,5.03,3.52,5.57,1.25,5.29,4.39,4.27,5.07,4.03,3.69,5.41,5.91,6.05
199804,2.74,2.61,1.94,2.44,3.31,1.54,2.51,-0.15,2.23,1.17,1.35,0.61,0.2,0.18,1.24,2.53,-0.58,0.34,0.45,0.6,0.1,0.34,0.32,1.03,2.84
199805,-6.89,-3.56,-4.1,-3.7,-4.88,-7.57,-5.45,-3.87,-3.37,-5.26,-6.93,-5.64,-4.9,-5.55,-7.5,-5.76,-3.58,-3.17,-3.14,-4.34,-5.18,-2.17,-1.47,-2.1,-0.26
199806,-6.62,-4.22,-3.14,-1.28,-0.87,-5.21,-2.65,-0.72,1.29,4.39,-5.14,-3.36,0.37,2.18,4.66,-4.9,-4.38,0.45,2.12,6.45,0.45,2.74,1.94,6.4,8.38
199807,-9.35,-7.05,-5.39,-4.93,-4.22,-11.47,-8.94,-6.75,-5.98,-5.95,-9.92,-7.33,-9.19,-6.03,-7.04,-8.04,-6.02,-6.17,-6.02,-2.9,-3.11,0.2,-3.52,-0.32,1.71
199808,-24.8,-19.7,-18.5,-17.87,-22.25,-25.65,-19.62,-17.94,-16.32,-21.56,-23.26,-21.2,-14.95,-16.64,-21.49,-23.53,-17.35,-16.24,-14.68,-19.72,-16.24,-11.6,-16.87,-13.71,-14.5
199809,5.15,3.78,3.77,2.34,6.87,5.28,6.94,3.45,6.93,12.59,10.29,3.82,4.79,5.24,8.82,11.98,5.24,5.32,5.65,9.18,12.76,11.32,7.05,5.46,5.92
199810,5.5,2.83,2.17,0.7,1.91,11.34,3.02,4.85,3.1,1.68,12.12,7.72,3.85,1.54,3.96,17.14,11.68,6.17,7.61,1.45,11.43,9.49,10.37,9.6,6.1
199811,9.39,8.18,6.79,5.11,9.12,4.62,7.69,4.15,6.85,7.38,0.72,6.17,5.9,5.68,7.64,-1.69,5.13,5.09,5.33,5.72,6.22,9.68,6.76,5.37,6.63
199812,-1.8,0.65,1.96,3.53,6.35,1.2,3.72,6.34,5.41,9.29,2.78,3.99,6.2,6.08,11.06,0.27,1.93,3.29,5.99,11.47,-1.82,-5.43,0.95,4.1,10.01
199901,8.72,5.97,3.65,3.01,7.18,2.27,-1.16,0.01,-3.55,1.54,2.19,-2.62,-4.25,-2.98,5.01,-3.49,-4.23,-2.98,-1.76,4.45,0.69,-0.8,2,1.94,6.13
199902,-7.69,-6.03,-2.73,-4.84,-4.84,-8.61,-7.86,-7.75,-8.99,-7.26,-7.33,-8.25,-8.86,-7.47,-7.86,-2.65,-0.94,-3.45,-5.55,-5.59,-6.13,-1.16,-0.63,-1.69,-4.64
199903,-1.25,-5.59,-4.07,-4.37,-2.65,4.03,-3.32,-3.04,-1.94,-0.53,11.34,-1.42,-0.99,-0.28,3.5,10.01,0.44,-1.23,-0.43,5.41,3.07,7.15,1.84,3.06,4.79
199904,13.84,8.56,6.56,6.98,11.64,14.59,12.25,7.37,4.69,11.61,16.61,8.71,6.52,5.99,2.75,17.29,15.53,12.37,7.56,4.76,10.98,13.93,11.26,9.07,0.31
199905,4.68,4.18,2.62,3.31,2.4,8.16,4.16,3.24,2.5,3.08,5.41,4.02,3.43,2.25,2.73,6.22,0.08,0.26,0.85,0.04,3.21,2.14,-0.84,-1.31,-3.46
199906,0.81,3.69,4.9,5.94,4.69,6.12,5.15,5.53,7.42,14.56,6.02,3.78,4.74,5.73,10.01,-0.08,3.09,1.89,4.11,7.56,4.77,-1.57,-0.94,1.54,7.19
199907,0.41,2.21,1.71,3.13,2.34,-4.12,-1.44,-2.21,0.58,-1.06,-5.25,-3.19,-1.35,-0.9,-0.92,-5.1,-0.9,-3.04,-0.87,0.04,-10.2,-4.33,-3.56,-4.92,-2.15
199908,-4.34,-2.95,-2.29,-2.61,-1.43,-6.53,-4.55,-4.21,-2.19,-2.27,-8.74,-4.02,-3.74,-4.25,-1.35,-5.39,-6.38,-4.58,-4.48,-0.04,-2.6,-1.5,-0.91,-0.34,-0.11
199909,-3.68,-1.71,-2.2,-2.38,1.96,-4,-0.53,-0.02,-2.24,1.59,-2.85,-2.74,-2.43,-1.3,3.49,-5.97,-5.74,-4.3,0.02,-0.02,-6.29,-10.12,-5.42,-1.01,-0.77
199910,-5.81,-2.3,-0.95,-1.32,1.26,-5.31,-2.97,0.79,-1.93,3.4,-1.48,-1.44,-1.15,0.53,4.14,-0.47,1.8,3.62,1.37,8.29,2.24,4.41,8.15,7.92,7.05
199911,8.76,3.85,4.92,8.08,18.5,4.34,4.64,1.69,6.8,13.83,8.5,1.97,-0.52,4.91,10.23,2.54,-0.71,-1.46,0.94,9.69,3.67,-2.03,-1.99,0.01,6.56
199912,6.82,2.61,5.12,5.83,20.01,7.08,0.92,4.77,9.41,17.53,9.72,4.35,0.78,1.69,19.08,2.68,0.95,0.28,7.57,15.94,-3.07,-5.78,-3.36,-1.26,15.21
200001,9.5,3,5.1,4.93,12.7,-1.53,-6.12,-3.83,-2.45,3.49,-6.58,-7.45,-2.96,-5.87,0.94,-5.94,-3.77,-5.8,-6.07,-2.3,-4.19,-4.7,-0.85,-2.44,-6.49
200002,8.53,4.68,5.04,16.82,31.36,8.72,2.91,5.47,9.81,29.63,-0.67,-0.28,-0.17,2.13,26.03,-4.17,-6.65,-5.45,-3.11,24.73,-9.57,-9.01,-8.99,-5.2,8.75
200003,-2.13,-2.41,-0.5,-0.31,1.08,1.4,0.64,0.74,0.16,-3.07,12.04,12.17,6.68,7.66,-3.05,12.12,14.05,13.99,12.73,-6.76,14.84,11.72,11.15,9.21,5.62
200004,-13,-3.97,-3.26,-3.75,-17.71,-4.49,2.39,1.23,-1.67,-16.54,-2.66,-1.4,0.09,0.03,-14.28,-1.06,0.37,3.02,-1.36,-6.94,0.73,3.79,-2.48,-6.34,-6.96
200005,-9.55,-5.19,-3.37,-4.08,-11.26,-2.6,-4.05,-1.55,-1.29,-10.86,1.48,1.98,-0.49,-1.27,-7.29,2.2,4.31,0.78,0.99,-5.41,6.42,5.65,0.84,-1.05,-8.25
200006,1.07,2.31,1.48,5.39,18.84,5.11,3.43,3.17,5.64,30.61,-0.67,0.44,1.41,0.1,17.11,-6.07,-6.01,-4.06,-2.8,12.84,-8.05,-4.41,2.49,-0.23,8.7
200007,-0.86,-0.22,-0.58,1.48,-4.11,-0.21,0.53,1.78,0.96,-7.92,-0.46,3.75,0.83,4.8,-9.1,-3.31,1.15,1.6,3.04,-7.01,-0.23,-4.46,-2.94,0.07,-1.26
200008,5.17,3.72,3.42,3.61,11.25,5.21,4.55,4.88,5.81,12.84,3.37,2.72,4.33,8.11,14.22,10.43,6.75,4.82,5.6,12.85,8.41,3.39,4.13,3.46,10.61
200009,-9.38,-2.28,-0.49,-0.28,-3.33,-10.91,-3.05,0.28,-0.51,-2.66,-6.3,-3.29,0.33,-4.02,-3.81,-10.02,-3.45,1.42,1.47,-7.45,-1.19,-2.99,-1.29,1.71,-8.8
200010,-9,-4.25,-4.76,-7.04,-9.64,-11.74,-2.63,-0.09,-3.15,-7.71,-9.41,-2.16,2.12,-1.83,-7.19,-2.35,6.06,1.22,-1.74,-2.35,6.81,5.8,0.97,0,-5.94
200011,-19.63,-7.22,-5.11,-7.13,-15.2,-16.89,-4.97,-4.95,-8.16,-16.12,-18.01,-5.23,-0.83,-4.88,-14.12,-12.02,-2.18,-0.97,-5.23,-17.21,-12.31,-3.48,-4.41,-5.39,-19.44
200012,-7.78,1.39,1.87,-1.65,-1.82,-0.38,5.55,7.91,7.43,8.34,2.87,8.37,8.74,10.44,11.33,3.55,6.02,6.68,8.47,12.02,-6.17,2.63,3.41,-1.31,3.03
200101,47.95,16.02,10.95,12.88,14.37,28.28,13.42,7.47,7.35,3.91,28.71,10.91,6.55,-2.44,-2.59,23.13,7.02,3.77,-0.97,-6.87,30.17,8.88,0.7,-2.3,-7.39
200102,-14.79,-1,-0.08,-1.36,-3.11,-19.43,-4.13,-1.53,-3.05,-6.63,-18.1,-7.47,-2.72,-4.47,-5.22,-21.43,-7.28,-3.94,-1.65,-4.54,-20.97,-10.3,-9.75,-2.52,-4.32
200103,-11.86,0.57,-0.29,0.05,3.17,-11.8,-2.74,-2.42,-2.13,-1.82,-15.6,-5.56,-3.25,-2.51,-2.58,-21.05,-8.74,-3.7,-2.93,-4.92,-12.63,-7.29,-5.26,-4.72,-2.02
200104,7.68,4.1,4.27,2.82,7.76,14.04,8.83,6.78,4.81,11.01,24.05,10.23,7.72,3.71,5.88,25.9,9.72,8.72,8.08,7.33,15.18,8.88,4.6,3.22,4
200105,8.36,9.39,10.33,11.45,12.41,4.57,5.16,5.14,4.07,5.33,1.66,3.7,2.97,2.79,1.99,-2.61,3.74,4.01,4.6,1.79,-4.38,0.91,1.61,3.49,2.3
200106,1.23,4.42,4.48,3.73,4,7.82,8.2,7.94,7.33,3.89,0.62,2.01,-0.1,2.08,4.26,-0.44,-0.36,-0.4,-1.64,0.08,-1.46,-4.03,-0.59,-3.48,-2.65
200107,-7.48,-0.53,1.46,2.36,1.69,-10.74,-6.18,-2.92,-1.63,-2.8,-14.23,-4.9,-1.41,1.01,-1.76,-8.82,-3.38,-0.35,2.59,2.36,-4.46,-0.79,-0.91,1.79,-1.41
200108,-7.75,-0.35,-0.31,-1.46,-0.01,-9.8,-1.96,-0.06,-1.25,-4.68,-12.55,-2.96,-0.61,-1.73,-3.38,-12.23,-5.46,-1.72,-0.83,-5.02,-11.27,-6.77,-4.11,-2.22,-3.51
200109,-20.49,-12.85,-9.67,-7.38,-8.3,-24.97,-17.2,-12.18,-12.69,-9.32,-25.72,-15.91,-10.67,-9.77,-8.43,-23.91,-16.34,-10.05,-9.31,-8.65,-17.36,-6.68,-2.68,-3.58,-4.02
200110,13.8,7.15,4.91,3.58,6.27,19.36,5.35,4.55,3.84,5.8,19.49,6.43,6.73,2.11,4.65,22.07,5.73,1.39,1.54,-0.04,5.99,1.3,0.1,-1.26,-1.41
200111,14.8,4.24,7.42,7.11,5.15,16.09,11.6,6.53,5.39,6.13,16.92,8.31,7.51,7.08,5.4,16.65,10.36,7.58,5.4,2.73,16.07,7.29,3.96,4.42,6.14
200112,11.95,8.92,7.35,5.21,5.99,10.66,5.97,6.72,6.9,6.81,7.25,7.81,6.78,5.82,4.46,3.21,5.56,5.9,3.87,4.41,-1.85,0.42,2.39,1.88,2.66
200201,-2.76,0.37,1.89,2.97,3.08,-6.95,-0.53,-1.11,0.48,1.16,-9.37,-2.57,-0.44,-0.35,0.1,-5.61,-1,1.23,-0.64,0.99,-0.24,-2.76,-0.36,1.17,-2.7
200202,-11.56,-2.85,-1.03,-1.95,-1.92,-12.89,-1.33,-1.98,-1.04,-2.1,-9.66,0.33,0.22,0.02,-0.75,-13.35,-0.07,-0.25,1.07,2.46,-8.82,-0.34,-1.04,1.45,-1.83
200203,11.59,7.91,6.8,7.89,10.03,11.01,10.66,8.57,9.19,9.38,14.59,7.51,8.13,5.06,6.13,9.71,7.02,7.64,5.97,4.51,2.42,3.53,4.1,3.12,5.1
200204,-4.92,0.51,3.65,3.06,2.52,-7.4,-0.49,4.18,2.92,0.49,-8.36,-2.33,-1.16,1.81,2.07,-9.16,-0.55,-2.01,0.78,0.86,-11.38,-8.16,-4.01,-1.21,-2.76
200205,-10.2,-3.84,-1.41,-0.88,0.92,-9.36,-4.85,-4.04,-3.4,-4.37,-10.5,-3,-3.41,-1.71,-4.08,-4.13,-0.63,-0.33,-0.37,-1.03,-2.01,-0.74,-0.56,-0.71,1.85
200206,-12.79,-5.56,-1.62,1.05,-0.54,-11.99,-6.23,-1.02,-2.23,-0.98,-13.62,-7.18,-6.01,-5.66,-5.98,-20.17,-6.31,-7.31,-6.01,-4.38,-8.94,-5.43,-8.42,-4.63,-2.55
200207,-19.6,-14.59,-13.4,-10.62,-11.35,-21.38,-15.43,-14.6,-11.77,-14.8,-11.61,-13.3,-10.4,-7.64,-10.93,-14.98,-10.55,-8.34,-7.4,-8.66,-6.65,-8.1,-6.87,-5.52,-6.56
200208,-2.95,-1.11,-0.39,0.13,-0.54,-1.5,-0.42,0.33,1.65,1.32,0.32,0.55,2.68,2.69,0.88,-0.34,-0.18,-0.51,0.29,1.53,-1.18,1.41,1.55,1.63,2.56
200209,-13.96,-7.82,-7.29,-4.91,-5.41,-14.92,-9.57,-6.45,-3.78,-4.49,-17.59,-9.27,-5.26,-4.23,-5.21,-20.05,-12.7,-7.11,-6.46,-5.61,-15.77,-12.77,-8.8,-7.76,-3.26
200210,6.81,2.72,1.16,3.34,4.19,9.04,3.42,1.31,4.04,3.54,10.9,2.5,2.84,2.28,6.27,7.69,6.65,4.14,4.01,4.49,14.49,11.16,4.06,4.99,5.53
200211,28.27,13.56,7.25,6.16,6.32,23.79,10.45,3.76,4.92,3.04,25.8,8.91,5.34,3.19,3.38,25.49,11.49,6.42,3.76,0.06,11.47,6.4,1.51,1.2,-4.15
200212,-11.24,-5.55,-2.2,-1.26,-0.27,-13.3,-4.97,-1.91,-1.8,-1,-11.89,-6.9,-2.87,-1.31,-3.44,-13.27,-5.64,-4.16,-0.75,-1.73,-13.11,-8.3,-2.05,-2.69,0.57
200301,-0.9,-0.96,-2.24,0.07,0.26,-4.06,-5.26,-4.04,-2.95,-0.43,-4.53,-3.01,-2.24,-0.88,-3.14,-0.95,-3.5,-1.11,-2.65,-2.32,-2.35,-2.5,-3.59,-2.72,-0.32
200302,-5.17,-2.83,-3.74,-1.13,-0.71,-3.47,-4.93,-3.99,-1,-3.13,-3.99,-4.78,-2.63,-2.08,-2.27,-0.34,-3.64,-3.12,-1.78,0.07,-0.17,-2.36,-0.83,-2.94,-0.53
200303,0.41,0.62,0.62,0.85,3.22,2.53,-1.59,0.52,1.07,1.97,1.49,0.46,-0.77,1.41,2.73,-1.25,-0.36,2.39,0.24,1.99,0.6,0.65,1.92,1.12,1.75
200304,17.47,11.9,6.89,7.37,7.43,18.22,13.67,9.06,6.9,7.54,20.36,9.59,9.7,8.48,6.35,17.48,9.33,7.83,5.45,6.45,17.3,13.49,6.06,6.14,4.53
200305,26.72,13.24,10.51,9.92,7.39,20.29,12.11,9.51,8.79,9.72,16.7,11.32,9.3,5.62,7.36,20.11,11.64,7.85,8.26,6.81,11.42,11.64,4.6,2.5,5.51
200306,7.11,4.26,6.76,5.92,3.59,2.88,3.52,2.89,-0.15,4.05,1.68,2.25,0.85,0.79,1.74,0.32,1.11,1.71,0.5,1.69,5.2,1.67,0.88,1.08,1.34
200307,8.45,8.71,8.73,6.94,8.64,8.46,6.33,4.55,6.24,8.69,6.15,4.83,5.14,3.55,4.67,3.45,5.53,5.83,1.89,2.66,3.81,3,0.3,2.05,1.75
200308,5.2,5.33,3.88,5.64,4.3,6.51,4.9,3.59,4.21,5.45,6.95,5.35,4.53,4.41,6.35,4.39,3.47,4.42,5.92,5.58,3.52,1.53,2.24,0.43,1.78
200309,1.61,0.64,0.31,1.41,4.01,-1.68,-1.24,-0.77,-2.31,-2.82,-2.81,-2.11,-1.17,-1.37,-3.1,-1.18,-0.57,-0.52,-2.35,-1.25,-0.81,-0.57,-0.97,-2.71,-1.38
200310,7.68,7.3,6.6,9.78,10.06,7.65,6.58,7.91,9.2,12.09,5.84,7.17,6.01,10.19,9.07,6.49,5.24,6.8,7.97,11.42,4.14,5.13,2.09,7.39,10.11
200311,3.29,3.35,4.42,5.01,4.75,2.61,3.05,4.45,3.91,3.33,2.63,3.94,3.21,2.42,4.09,1.59,2.6,2.71,2.56,3.66,1.12,0.72,0.4,-0.21,3.57
200312,6.51,2.67,3.21,2.64,2.3,5.9,5.59,2.11,1.51,0.59,7.11,5.72,2.07,1.2,-0.84,7.7,4.04,2.8,2.13,-0.06,7.92,5.74,4.29,2.84,0.52
200401,5.75,4.71,5.06,6.82,9.2,1.2,1.37,3.47,3.92,8.13,2.18,3.39,3.29,1.8,4.86,1.82,3.01,2.24,2.83,3.41,1.2,2.2,1.32,1.61,2.13
200402,1.31,1.08,1.58,1.06,-0.72,0.17,0.85,0.3,1.6,-0.55,3.23,2.66,3.33,3.42,-0.57,2.42,3.43,2.93,0.27,0.66,1.61,1.58,2.11,1.57,-0.62
200403,-0.05,1.29,1.42,-1.14,-1.26,0.45,1.2,0.11,1.66,-0.98,0.18,1.95,0.24,1.22,0.66,-1.04,-0.09,0.37,-0.03,0.14,-2.75,-0.93,-1.45,-1.32,-0.35
200404,-2.08,-1.15,-2.71,-4.58,-5.72,-2.85,-1.86,-4.42,-3.74,-9.58,-1.76,-1.76,-1.5,-4.6,-4.83,-0.04,-1.45,-2.57,-3.16,-7.05,1.27,-0.2,-2.49,-4.97,-3.73
200405,-2.41,-1.32,0.77,-0.45,-0.18,0.46,1.77,0,2.35,2.99,0.21,1.21,1.74,2.04,3.25,1.78,2.35,2.23,2.04,3.91,0.15,2.04,0.42,2.66,1.66
200406,3.31,3.63,6.23,3.79,2.93,2.77,5.65,5.21,4.82,6.47,0.15,2.41,3.49,4.69,4.33,0.98,2.18,1.11,3.16,3.15,1.66,1.05,0.51,4.58,3.17
200407,-9.51,-7.28,-5.23,-7.53,-9.83,-7.64,-5.97,-4.64,-6.54,-7.4,-6.8,-5.14,-3.99,-5.77,-6.36,-6.45,-5.23,-4.39,-4.29,-6.17,-2.5,-2.28,-2.07,-6.01,-8.46
200408,-1.15,-2.01,-0.63,-0.89,-2.29,-1.09,-0.65,1.09,-2.72,-2.96,-1.16,1.04,-0.5,-1.01,-3.22,0.16,0.23,0.82,-1.2,-2.05,1.23,0.42,0.36,-0.17,-0.14
200409,3.4,3.66,4.06,5.08,6.54,2.46,5.48,5.26,7.84,7.45,0.41,2.78,3.61,3.62,7.26,2.07,3.27,3.85,2.26,7.61,-0.74,-0.37,-0.09,4.34,7.64
200410,1.68,1.25,2.17,2.71,1.66,3.92,2.51,3.6,2.29,0.91,4.38,1.11,2.81,2.34,-1.44,3.36,2.68,1.7,2.94,1.88,3.4,0.9,0.07,0.15,3.9
200411,9.18,8.11,8.26,8.84,11.89,8.44,8.88,8.66,9.51,9.35,7.63,5.93,6.27,6.66,10.23,5.71,5.06,6.17,6.07,7.33,0.42,4.39,3.64,5.44,7.9
200412,7.11,3.13,4.07,3.4,5.28,6.27,2.49,2.31,2.06,3.34,5.7,4.36,2.48,1.94,2.7,4.25,4.65,4.65,4.17,3.96,4.06,4.94,3.39,2.61,0.17
200501,-7.38,-3.63,-2.67,-2.18,-2.75,-8.95,-2.87,-3.58,-3.39,-1.44,-6.94,-3.35,-2.79,-2.39,-0.99,-5.53,-3.27,-1.52,-1.29,-0.65,-3.58,-2.48,-1.03,-1.41,-4.38
200502,-1.46,0.31,0.22,0.97,3.72,1.83,1.46,1.84,2.01,3.85,0.91,-1.53,2,2.32,5.37,1.71,1.72,2.46,3.55,4.77,2.69,-0.61,0.38,8.39,2.97
200503,-4.72,-2.34,-2.42,-2.51,-3.5,-4.13,-1.02,-2.6,-0.71,-4.09,-1.36,-2.08,-1.63,-1.07,-4.35,-2.02,0.15,-0.47,-0.95,-1.91,-2.98,-2.2,-0.59,-2.11,0.3
200504,-8.5,-4.95,-5.08,-5.01,-6.15,-8.24,-5.43,-5.45,-4.53,-7.09,-6.49,-4.54,-3.55,-3.86,-6.42,-4.67,-4.09,-2.25,-3.27,-4.66,0.19,-2.26,-0.31,-1.48,-5.58
200505,7.22,4.78,3.77,5.77,6.14,8.44,5.22,7.72,6.08,7.87,6.53,5.46,5.52,5.97,7.48,5.55,4.03,4.83,4.75,7.57,5.25,1.83,3.86,2.61,2.3
200506,4.05,4.56,3.45,4.78,5.03,3.95,3.08,4.51,5.14,3.61,1.14,2.23,2.61,2.17,4.56,0.82,1.34,1.72,2.91,4.46,-0.67,-0.44,-1.28,0.31,3.66
200507,8.44,6.11,6.05,6.9,7.24,7.81,6.1,6.27,6.09,8,5.89,5.85,5.09,4.55,5.57,6.47,5.3,4.41,4.87,6.76,4.05,3.57,3.04,2.97,5.41
200508,-1.82,-0.78,-2.03,-1.42,-0.16,-1.44,-3.18,-1.69,-0.78,-1.3,-2.01,-0.75,-2.56,-0.23,-0.52,-1.77,-1.01,-0.94,-0.52,-1.13,-3.58,-0.45,-1.48,0.16,2.62
200509,-0.11,-0.68,0.55,-0.11,2.13,-0.84,-0.88,0.59,0.14,2.43,-1.75,-0.29,1.12,0.48,2.99,-1.18,0.84,0.35,2.02,1.51,-1.02,-0.54,2.13,1.76,4.58
200510,-3.82,-1.84,-3.05,-2.07,-3.38,-4.41,-1.9,-1.24,-3.41,-3.46,-2.38,-0.32,-3.37,-2.27,-4.06,-3.53,-1.65,-1.79,-2,-6.48,0.74,-0.13,-1.21,-4.25,-2.76
200511,4.47,3.68,3.98,3.53,5.76,6.5,4.3,3.49,4.38,5.18,6.35,4.5,6.32,4.9,5.27,5.86,4.23,4.99,5.19,3.16,3.06,4,3.48,4.43,2.83
200512,0.58,-0.65,0.66,0.48,0.84,-0.15,-1.29,-0.17,-0.02,-0.06,0.52,-0.54,-0.31,0.45,-0.49,-0.25,0.52,0.54,0.94,2.53,1.06,-1.09,-0.39,0.18,1.64
200601,8.98,7.86,6.76,7.59,12.02,7.64,7.62,5.87,8.51,13.43,6.84,5.72,4.24,6.75,9.42,3.02,2.91,3.22,3.64,7.95,4.82,-0.57,1.71,2.37,6.93
200602,-0.06,0.19,0.93,2.21,-0.97,-1.35,0.36,1.86,0.6,-2.34,-0.92,1.19,0.31,-1.14,-1,0.94,0.66,0.62,1.32,-2.54,0.42,0.93,0.79,0.87,-3.53
200603,4.01,3.84,5,5.39,5.84,4.1,2.42,4.96,5.34,5.73,2.35,1.76,2.25,4.23,6.44,1.94,1.6,1.62,2.63,4.97,1.46,1.62,0.37,0.79,2.32
200604,0.09,-0.7,-0.67,-0.39,-0.05,-1.26,0.55,-1.33,1.98,0.37,0.59,0.46,0.59,0.07,1.32,-0.18,1.47,-0.2,2.44,1.94,0.43,1.63,1.6,0.73,0.96
200605,-4.87,-3.99,-3.65,-4.92,-8.23,-3.06,-3.97,-4.02,-5.12,-7.2,-3.52,-2.56,-2.77,-4.19,-8.06,-1.76,-3.37,-2.77,-2.99,-7.37,-1.26,-1.39,-3.14,-4.23,-5.85
200606,-1.9,-0.76,0.54,0.33,-1.69,-3.69,-1.38,-0.03,0.14,-1.27,-2.01,-0.32,-0.09,-0.05,1.89,-1.95,-1.44,0.43,0.01,0.02,-0.25,-0.06,0.41,0.57,0.7
200607,-5.18,-2.71,-1.32,-2.44,-4.47,-3.78,-1.62,-2.36,-4.12,-6.1,-3.77,-1.71,-2.7,-2.34,-6.76,-5.6,-1.11,-1.86,-2.72,-6.44,1.88,-0.74,3.04,0.21,-3.47
200608,4.46,2.02,2.28,3.18,1.92,5.59,4.56,1.63,2.6,1.86,5,3.27,2.49,1.73,0.08,4.78,4.09,2.26,2.15,-0.85,3.35,4.18,2.79,1.51,-0.56
200609,0.98,1.3,0.74,1.48,0.19,2.34,1.6,0.47,0.47,0.56,2.36,1.02,0.72,-0.08,0.86,3.37,2.56,1.87,0.91,2.42,1.95,3.47,2.61,1.88,2.65
200610,6.53,5.6,5.07,5.43,6.37,6.04,7.11,6.02,4.21,4.91,6.28,5.67,3.76,3.08,6.67,3.38,3.58,3.16,3.26,4.05,4.89,3.48,3.26,2.78,3.4
200611,2.67,1.86,1.73,1.73,2.37,4.48,4.94,1.7,3.06,1.37,5.81,3.8,2.48,3.39,2.25,7.34,4.07,2.43,2.73,3.43,3.06,0.89,0.77,1.96,2.65
200612,0.65,0.91,1.55,1.71,2.39,-0.18,0.67,0.01,0.95,-0.2,-0.07,-0.02,0.31,0.75,0.42,-1.03,0.26,0.57,0.34,0.62,-0.64,1.85,2.96,0.81,1.37
200701,0.91,0.72,1.73,1.22,1.41,1.32,2.28,1.46,0.3,2.75,5.63,1.43,3.51,2.6,3.92,2.91,3.23,2.15,3.88,2.34,2.48,0.03,1.96,1.84,1.96
200702,0.57,-0.54,-0.37,-0.78,-1.37,-0.54,-0.9,0.6,-0.75,-1.54,-0.03,0.68,-0.34,0.62,1.15,0.98,0.03,0.04,0.47,0.03,0.82,-1.39,-1.89,-2.77,-2.88
200703,-1.02,0.29,0.95,0.11,2.34,0.48,1.41,1.83,1.72,0.91,0.01,0.54,0.87,2.46,3.75,-2.47,1.02,2.22,2.38,2.73,-0.85,0.3,-0.3,1.94,3.48
200704,1.16,0.55,0.24,1.15,2.26,3.25,1.81,2.19,2.62,3.49,3.27,2.66,3.12,2.56,4.22,5.48,4.65,4.53,3.84,3.72,4.98,4.38,4.95,3.73,3.13
200705,3.21,2.62,2.66,2.91,2.32,4.3,4.18,3.76,2.68,2.7,5.34,6.13,6.34,4.2,4.02,4.6,4.15,3.56,3.92,3.9,3.05,3.2,3.27,3.65,3.93
200706,-0.66,-0.32,-0.44,-0.41,-1.1,-3.92,-1.19,-1.9,-0.18,-1.19,-2.18,-0.94,-0.21,-0.2,0.09,-3.01,-1.03,-1.09,-2.7,-1.74,-2.93,-1.16,-1.75,-1.44,-1.85
200707,-7.9,-7.05,-6.71,-5.13,-5.85,-8.14,-5.88,-5.37,-4.16,-6.34,-6.88,-5.22,-4.36,-3.69,-3.77,-6.14,-6.35,-3.61,-4,-3.72,-2.58,-3.77,-2.88,-2.53,-1.23
200708,0.12,0.11,0.43,-0.74,-0.4,2.23,3.07,2.27,0.84,3.19,-0.65,-1.22,1.4,0.07,0.53,-0.81,0.22,0.4,0.76,-0.42,2.62,1.67,0.83,2.23,3.48
200709,-1.06,-0.5,0.1,0.77,5.19,-0.44,-0.02,1.28,1.48,5.23,-0.12,0.47,1.58,1.44,5.13,0.76,1.99,2.48,1.76,4.08,2.56,1.57,3.41,5.83,7.26
200710,-2.65,0.18,0.78,3.27,4.89,-0.72,0.32,2.86,4.1,2.26,-3.27,2.87,2.01,2.74,5.56,-3.18,1.34,1.62,3.49,4.84,-0.09,-1.31,2.98,3.7,3.96
